site,season,sample,date,month,index,length,totwt,shellwt,TW_Check,meatwt,viscwt,cover,gonadscr,sex,outlier,comment
Gardens,Summer,3,22/01/2014,1,199,48,42.2,19.3,-19.39,42.3,-19,,0,I,0,
Gardens,Summer,3,22/01/2014,1,162,53,21.1,8.3,3.6,9.2,4,,0,I,0,
Gardens,Summer,3,22/01/2014,1,109,54,161,78.3,28.59,54.1,29,,1,F,1,
Gardens,Summer,3,22/01/2014,1,169,56,19.1,4.1,7.4,7.6,7,,0,I,0,
Gardens,Summer,3,22/01/2014,1,44,58,30.8,15,-9.54E-07,15.8,0,,0,I,0,
Gardens,Summer,3,22/01/2014,1,120,61,27.2,10.4,6,10.8,6,,0,I,0,
Gardens,Summer,3,22/01/2014,1,37,64,35,13,7.1,14.9,7,,0,I,0,
Gardens,Summer,3,22/01/2014,1,180,64,35.9,15.2,6.5,14.2,7,,0,I,0,
Gardens,Summer,3,22/01/2014,1,66,65,32.9,13.4,5.3,14.2,5,,0,I,0,
Gardens,Summer,3,22/01/2014,1,67,65,26.2,12.2,-3.49,17.5,-3,,0,I,0,
Gardens,Summer,3,22/01/2014,1,121,67,35.6,16.3,5.09,14.2,5,,0,I,0,
Gardens,Summer,3,22/01/2014,1,177,71,37.3,14.7,6.09,16.5,6,,0,I,0,
Gardens,Summer,3,22/01/2014,1,107,72,41,16.5,7.1,17.4,7,,0,I,0,
Gardens,Summer,3,22/01/2014,1,113,72,40.7,16.9,9.2,14.6,9,,0,I,0,
Gardens,Summer,3,22/01/2014,1,155,73,59.8,21.7,10.69,27.4,11,,0,I,0,
Gardens,Summer,3,22/01/2014,1,16,74,59.6,17.5,16.29,25.8,16,,0,I,0,
Gardens,Summer,3,22/01/2014,1,171,74,53.1,17.1,12.1,23.9,12,,0,I,0,
Gardens,Summer,3,22/01/2014,1,101,75,44.4,17.1,10.6,16.7,11,,0,I,0,
Gardens,Summer,3,22/01/2014,1,122,75,47,20.8,8.9,17.3,9,,0,I,0,
Gardens,Summer,3,22/01/2014,1,56,77,49.8,17.4,8.7,23.7,9,,0,I,0,
Gardens,Summer,3,22/01/2014,1,106,78,47.1,18.3,9.69,19.1,10,,0,I,0,
Gardens,Summer,3,22/01/2014,1,190,78,61.5,24.8,11.4,25.3,11,,0,I,0,
Gardens,Summer,3,22/01/2014,1,68,79,50.1,28,0.89,21.2,1,,0,I,0,
Gardens,Summer,3,22/01/2014,1,85,79,67.2,22.3,13.19,31.7,13,,0,I,0,
Gardens,Summer,3,22/01/2014,1,97,79,45,17.7,8.89,18.4,9,,0,I,0,
Gardens,Summer,3,22/01/2014,1,114,79,52.3,19.4,11.2,21.7,11,,0,I,0,
Gardens,Summer,3,22/01/2014,1,156,79,64.7,23.9,12.29,28.5,12,,0,I,0,
Gardens,Summer,3,22/01/2014,1,2,80,165.5,26.1,106.89,32.5,107,,0,I,0,
Gardens,Summer,3,22/01/2014,1,116,80,55.3,22.4,11.2,21.7,11,,0,I,0,
Gardens,Summer,3,22/01/2014,1,117,80,52.4,21,9.4,22,9,,0,I,0,
Gardens,Summer,3,22/01/2014,1,34,81,54.1,21.7,10.19,22.2,10,,0,I,0,
Gardens,Summer,3,22/01/2014,1,104,81,61.7,24,-588.89,626.6,-589,,0,I,0,
Gardens,Summer,3,22/01/2014,1,187,81,55.7,23.3,11.9,20.5,12,,0,I,0,
Gardens,Summer,3,22/01/2014,1,191,81,50.8,18.5,9.79,22.5,10,,0,I,0,
Gardens,Summer,3,22/01/2014,1,178,82,69.7,24.8,15.29,29.6,15,,0,I,0,
Gardens,Summer,3,22/01/2014,1,22,84,72,26.9,6.29,38.8,6,,0,I,0,
Gardens,Summer,3,22/01/2014,1,3,85,73.6,25.5,15.29,32.8,15,,0,I,0,
Gardens,Summer,3,22/01/2014,1,12,85,69.9,48,-12.09,34,-12,,0,I,0,
Gardens,Summer,3,22/01/2014,1,65,85,65.4,22.9,14.29,28.2,14,,0,I,0,
Gardens,Summer,3,22/01/2014,1,75,85,73.8,26.1,17.2,30.5,17,,0,I,0,
Gardens,Summer,3,22/01/2014,1,111,85,68.2,27.6,6.19,34.4,6,,0,I,0,
Gardens,Summer,3,22/01/2014,1,152,85,77.6,31.2,16.99,29.4,17,,1,F,0,
Gardens,Summer,3,22/01/2014,1,211,85,59.6,19,13.89,26.7,14,,0,I,0,
Gardens,Summer,3,22/01/2014,1,212,85,57.3,20,12.79,24.5,13,,0,I,0,
Gardens,Summer,3,22/01/2014,1,69,86,83.2,28.2,16.19,38.8,16,,0,I,0,
Gardens,Summer,3,22/01/2014,1,76,86,112.2,61.5,6.19,44.5,6,,0,I,0,
Gardens,Summer,3,22/01/2014,1,108,86,77,29.8,14.7,32.5,15,,0,I,0,
Gardens,Summer,3,22/01/2014,1,163,86,75.7,26.9,15.09,33.7,15,,0,I,0,
Gardens,Summer,3,22/01/2014,1,183,87,81.1,30.2,14.59,36.3,15,,0,I,0,
Gardens,Summer,3,22/01/2014,1,139,88,77.9,29.8,10.3,37.8,10,,0,I,0,
Gardens,Summer,3,22/01/2014,1,146,88,78.3,25.7,18.5,34.1,19,,0,I,0,
Gardens,Summer,3,22/01/2014,1,10,89,84.4,33.2,17.7,33.5,18,,0,I,0,
Gardens,Summer,3,22/01/2014,1,35,89,81.1,29.9,15.29,35.9,15,,0,I,0,
Gardens,Summer,3,22/01/2014,1,36,90,77.7,26.9,17.69,33.1,18,,1,F,0,
Gardens,Summer,3,22/01/2014,1,61,90,85.7,27.8,17.39,40.5,17,,0,I,0,
Gardens,Summer,3,22/01/2014,1,89,90,74.4,32.6,11.8,30,12,,0,I,0,
Gardens,Summer,3,22/01/2014,1,102,91,79.2,30,17.19,32,17,,0,I,0,
Gardens,Summer,3,22/01/2014,1,210,91,76,28.2,14.29,33.5,14,,0,I,0,
Gardens,Summer,3,22/01/2014,1,15,92,90,87.1,-36.09,39,-36,,0,I,0,
Gardens,Summer,3,22/01/2014,1,84,92,87.6,32.1,15.59,39.9,16,,0,I,0,
Gardens,Summer,3,22/01/2014,1,13,93,105.5,39.1,-8.09,74.5,-8,,0,I,0,
Gardens,Summer,3,22/01/2014,1,153,93,112.1,42.9,22.19,47,22,,0,I,0,
Gardens,Summer,3,22/01/2014,1,164,93,97.7,36.8,20.59,40.3,21,,0,I,0,
Gardens,Summer,3,22/01/2014,1,193,93,91.4,34.4,20.7,36.3,21,,0,I,0,
Gardens,Summer,3,22/01/2014,1,33,94,111.7,47.5,16.39,47.8,16,,0,I,0,
Gardens,Summer,3,22/01/2014,1,78,95,90.6,33.6,18,39,18,,0,I,0,
Gardens,Summer,3,22/01/2014,1,7,96,106.7,42,19.99,44.7,20,,0,I,0,
Gardens,Summer,3,22/01/2014,1,99,96,98.5,37.3,19.7,41.5,20,,0,I,0,
Gardens,Summer,3,22/01/2014,1,17,97,117.5,49.7,20,47.8,20,,0,I,0,
Gardens,Summer,3,22/01/2014,1,118,97,101.7,47.8,14.49,39.4,14,,0,I,0,
Gardens,Summer,3,22/01/2014,1,160,97,111.1,32.6,24.4,54.1,24,,0,I,0,
Gardens,Summer,3,22/01/2014,1,8,99,125.1,42.6,22.79,59.7,23,,0,I,0,
Gardens,Summer,3,22/01/2014,1,170,99,106.2,40.2,18.79,47.2,19,,0,I,0,
Gardens,Summer,3,22/01/2014,1,186,99,125,44.2,28.2,52.6,28,,0,I,0,
Gardens,Summer,3,22/01/2014,1,192,99,124.6,48.2,25.09,51.3,25,,0,I,0,
Gardens,Summer,3,22/01/2014,1,9,100,118.9,36,19.8,63.1,20,,0,I,0,
Gardens,Summer,3,22/01/2014,1,50,100,161.8,66.6,30.2,65,30,,0,I,0,
Gardens,Summer,3,22/01/2014,1,112,100,99.2,43.4,16.19,39.6,16,,0,I,0,
Gardens,Summer,3,22/01/2014,1,126,100,110.9,35.5,19.8,55.6,20,,0,I,0,
Gardens,Summer,3,22/01/2014,1,138,100,147.1,48.5,31.2,67.4,31,,0,I,0,
Gardens,Summer,3,22/01/2014,1,140,100,149.3,47.2,32.1,70,32,,1,F,0,
Gardens,Summer,3,22/01/2014,1,142,101,126.8,39.7,24.3,62.8,24,,0,I,0,
Gardens,Summer,3,22/01/2014,1,159,101,112.7,37,23.99,51.7,24,,0,I,0,
Gardens,Summer,3,22/01/2014,1,201,101,153.1,56.8,31.9,64.4,32,,0,I,0,
Gardens,Summer,3,22/01/2014,1,53,102,284,97,53,134,53,,2,M,0,
Gardens,Summer,3,22/01/2014,1,176,102,121.7,53,21.79,46.9,22,,0,I,0,
Gardens,Summer,3,22/01/2014,1,181,102,119.9,48.2,23.69,48,24,,1,F,0,?UNSURE
Gardens,Summer,3,22/01/2014,1,6,103,146.8,45.1,27.2,74.5,27,,1,F,0,? Unsure
Gardens,Summer,3,22/01/2014,1,19,103,229.3,70.5,38.8,120,39,,1,F,0,
Gardens,Summer,3,22/01/2014,1,29,103,118.1,41.3,27.3,49.5,27,,0,I,0,
Gardens,Summer,3,22/01/2014,1,129,103,132.3,41.5,23.2,67.6,23,,0,I,0,
Gardens,Summer,3,22/01/2014,1,161,103,131.2,49.6,22.79,58.8,23,,0,I,0,
Gardens,Summer,3,22/01/2014,1,64,104,127.5,31.9,36.89,58.7,37,,0,I,0,
Gardens,Summer,3,22/01/2014,1,100,104,125.2,47.7,21.4,56.1,21,,0,I,0,
Gardens,Summer,3,22/01/2014,1,144,104,132.2,43.2,31.79,57.2,32,,0,I,0,
Gardens,Summer,3,22/01/2014,1,194,104,123.2,52.5,20.59,50.1,21,,0,I,0,
Gardens,Summer,3,22/01/2014,1,32,105,135.8,48.8,30.9,56.1,31,,0,T,0,
Gardens,Summer,3,22/01/2014,1,54,105,152.9,61.5,46.89,44.5,47,,0,I,0,
Gardens,Summer,3,22/01/2014,1,60,105,147.7,60.7,29.9,57.1,30,,0,I,0,
Gardens,Summer,3,22/01/2014,1,131,105,141,50,26.19,64.8,26,,0,I,0,
Gardens,Summer,3,22/01/2014,1,209,105,130.4,55.1,22.29,53,22,,0,I,0,
Gardens,Summer,3,22/01/2014,1,4,106,162.1,66.6,22.3,73.2,22,,1,M,0,
Gardens,Summer,3,22/01/2014,1,133,106,140.9,54,24.09,62.8,24,,0,I,0,
Gardens,Summer,3,22/01/2014,1,5,107,167.2,60.7,26.4,80.1,26,,0,I,0,
Gardens,Summer,3,22/01/2014,1,125,107,107.1,52.9,-23.5,77.7,-24,,0,I,0,
Gardens,Summer,3,22/01/2014,1,166,107,126.7,49.3,29.19,48.2,29,,0,I,0,
Gardens,Summer,3,22/01/2014,1,173,107,119.4,46.6,23.7,49.1,24,,0,I,0,
Gardens,Summer,3,22/01/2014,1,115,108,54,8.5,36.5,9,36,,0,I,0,
Gardens,Summer,3,22/01/2014,1,137,108,161.2,55.2,35.8,70.2,36,,1,M,0,
Gardens,Summer,3,22/01/2014,1,202,108,173,69.8,33.29,69.9,33,,0,I,0,
Gardens,Summer,3,22/01/2014,1,48,109,167.7,58.6,35.59,73.5,36,,0,I,0,
Gardens,Summer,3,22/01/2014,1,63,109,162.2,56.3,28.69,77.2,29,,0,I,0,
Gardens,Summer,3,22/01/2014,1,150,109,145.1,50,35.9,59.2,36,,0,I,0,
Gardens,Summer,3,22/01/2014,1,185,109,140,54.9,31.09,54,31,,0,I,0,
Gardens,Summer,3,22/01/2014,1,96,110,148.8,51.9,29,67.9,29,,0,I,0,
Gardens,Summer,3,22/01/2014,1,195,110,172.7,74.6,32.59,65.5,33,,0,I,0,
Gardens,Summer,3,22/01/2014,1,110,111,169,64.1,33,71.9,33,,0,I,0,
Gardens,Summer,3,22/01/2014,1,213,111,177.2,54.6,34.79,87.8,35,,1,F,0,
Gardens,Summer,3,22/01/2014,1,62,112,157.1,55.5,32.7,68.9,33,,0,I,0,
Gardens,Summer,3,22/01/2014,1,175,112,163.5,68.7,30,64.8,30,,0,I,0,
Gardens,Summer,3,22/01/2014,1,196,112,165.2,58,32.79,74.4,33,,1,F,0,
Gardens,Summer,3,22/01/2014,1,200,112,156.5,55.5,27.59,73.4,28,,1,F,0,UNSURE
Gardens,Summer,3,22/01/2014,1,52,113,167,58.1,31.8,77.1,32,,0,I,0,
Gardens,Summer,3,22/01/2014,1,151,113,375.9,107.7,85.2,183,85,,3,M,0,
Gardens,Summer,3,22/01/2014,1,172,113,166.1,62.2,37,66.9,37,,0,I,0,
Gardens,Summer,3,22/01/2014,1,189,113,197.5,72.8,43.59,81.1,44,,1,F,0,
Gardens,Summer,3,22/01/2014,1,204,113,157.5,57.3,32.09,68.1,32,,0,I,0,
Gardens,Summer,3,22/01/2014,1,87,114,172.6,67.3,28,77.3,28,,1,F,0,
Gardens,Summer,3,22/01/2014,1,130,114,218.2,66.5,35.69,116,36,,0,I,0,
Gardens,Summer,3,22/01/2014,1,58,115,170.8,60.3,32.19,78.3,32,,1,F,0,
Gardens,Summer,3,22/01/2014,1,92,115,134.6,42,36.5,56.1,37,,2,F,0,
Gardens,Summer,3,22/01/2014,1,98,115,163.4,64.2,30.79,68.4,31,,0,I,0,
Gardens,Summer,3,22/01/2014,1,165,115,173.2,64.1,27,82.1,27,,0,I,0,
Gardens,Summer,3,22/01/2014,1,198,115,292.6,76.6,137.69,78.3,138,,0,I,0,
Gardens,Summer,3,22/01/2014,1,70,116,178,68.8,32.09,77.1,32,,1,M,0,
Gardens,Summer,3,22/01/2014,1,79,116,172.3,61.9,36.3,74.1,36,,0,I,0,
Gardens,Summer,3,22/01/2014,1,105,116,116.2,63.6,-19,71.6,-19,,0,I,0,
Gardens,Summer,3,22/01/2014,1,43,117,164.9,47.8,40.59,76.5,41,,0,I,0,
Gardens,Summer,3,22/01/2014,1,25,118,134.9,84.4,-61.3,111.8,-61,,1,M,0,
Gardens,Summer,3,22/01/2014,1,124,118,191.4,55.4,32.09,103.9,32,,0,I,0,
Gardens,Summer,3,22/01/2014,1,145,118,202.6,67.5,46.6,88.5,47,,1,M,0,
Gardens,Summer,3,22/01/2014,1,184,119,193.6,72.1,41.4,80.1,41,,0,I,0,
Gardens,Summer,3,22/01/2014,1,73,120,188.3,64.5,45,78.8,45,,1,F,0,
Gardens,Summer,3,22/01/2014,1,93,120,196.9,71.3,41.19,84.4,41,,0,I,0,
Gardens,Summer,3,22/01/2014,1,94,121,200,67.9,49.7,82.4,50,,1,M,0,
Gardens,Summer,3,22/01/2014,1,207,121,182.4,61.8,42.89,77.7,43,,1,M,0,
Gardens,Summer,3,22/01/2014,1,30,122,234.8,89.3,43.9,101.6,44,,1,F,0,?
Gardens,Summer,3,22/01/2014,1,47,123,394.7,197.3,53,144.4,53,,3,M,0,
Gardens,Summer,3,22/01/2014,1,49,123,216.9,73.5,56.59,86.8,57,,1,F,0,
Gardens,Summer,3,22/01/2014,1,71,123,246.8,97.6,44.1,105.1,44,,1,F,0,
Gardens,Summer,3,22/01/2014,1,148,124,219,63.4,58.2,97.4,58,,3,F,0,
Gardens,Summer,3,22/01/2014,1,174,124,267.4,118,42.39,107,42,,1,F,0,
Gardens,Summer,3,22/01/2014,1,39,125,303,105,63,135,63,,3,F,0,
Gardens,Summer,3,22/01/2014,1,40,125,286.5,89.8,57.39,139.3,57,,0,I,0,
Gardens,Summer,3,22/01/2014,1,134,125,291.2,124.8,44.8,121.6,45,,2,F,0,
Gardens,Summer,3,22/01/2014,1,18,126,316,106.3,64.69,145,65,,3,M,0,
Gardens,Summer,3,22/01/2014,1,123,126,253.1,74.5,47,131.6,47,,1,F,0,
Gardens,Summer,3,22/01/2014,1,45,127,212.7,78.8,40.39,93.5,40,,1,F,0,
Gardens,Summer,3,22/01/2014,1,136,127,282.2,102.6,45.8,133.8,46,,2,M,0,
Gardens,Summer,3,22/01/2014,1,203,127,207.6,75.7,42.8,89.1,43,,1,M,0,
Gardens,Summer,3,22/01/2014,1,59,128,326.7,104.7,86.6,135.4,87,,3,M,0,
Gardens,Summer,3,22/01/2014,1,158,128,352.7,129.1,79.9,143.7,80,,3,M,0,
Gardens,Summer,3,22/01/2014,1,154,129,317,122,65.5,129.5,66,,3,M,0,
Gardens,Summer,3,22/01/2014,1,128,130,333.9,103.8,66.19,163.9,66,,3,F,0,
Gardens,Summer,3,22/01/2014,1,90,131,324,125.1,73.39,125.5,73,,3,M,0,
Gardens,Summer,3,22/01/2014,1,72,132,301,118.5,52,130.5,52,,2,M,0,
Gardens,Summer,3,22/01/2014,1,188,132,259,102.2,46.5,110.3,46,,1,F,0,UNSURE
Gardens,Summer,3,22/01/2014,1,147,133,349.2,160.7,28.2,160.3,28,,3,M,0,
Gardens,Summer,3,22/01/2014,1,14,134,331.5,105.1,67.89,158.5,68,,1,F,0,
Gardens,Summer,3,22/01/2014,1,46,134,392.2,171.6,95.3,125.3,95,,3,M,0,
Gardens,Summer,3,22/01/2014,1,28,135,290.6,110.1,60.59,119.9,61,,2,M,0,
Gardens,Summer,3,22/01/2014,1,81,135,376.9,143.4,102.1,131.4,102,,3,M,0,
Gardens,Summer,3,22/01/2014,1,82,135,304,138,67.5,98.5,68,,3,M,0,
Gardens,Summer,3,22/01/2014,1,57,136,368.5,131.1,199.69,37.7,200,,3,F,0,
Gardens,Summer,3,22/01/2014,1,95,136,330.1,147.1,56.69,126.3,57,,1,F,0,
Gardens,Summer,3,22/01/2014,1,103,136,231.2,96.4,47.39,87.4,47,,1,F,0,
Gardens,Summer,3,22/01/2014,1,208,136,321.6,106.1,76.3,139.2,76,,3,M,0,
Gardens,Summer,3,22/01/2014,1,77,138,372.1,106.5,124.5,141.1,124,,2,F,0,
Gardens,Summer,3,22/01/2014,1,132,138,399.6,133.5,88.2,177.9,88,,1,F,0,
Gardens,Summer,3,22/01/2014,1,20,140,464.2,269,22.8,172.4,23,,1,M,0,
Gardens,Summer,3,22/01/2014,1,23,140,458.7,173.9,94.4,190.4,94,,1,F,0,
Gardens,Summer,3,22/01/2014,1,74,140,392.6,173.5,53.3,165.8,53,,0,I,0,
Gardens,Summer,3,22/01/2014,1,157,140,430.4,172.3,72.39,185.7,72,,3,M,0,
Gardens,Summer,3,22/01/2014,1,205,140,363.8,129.1,74.59,160.1,75,,3,M,0,
Gardens,Summer,3,22/01/2014,1,31,141,323.6,143.3,55.2,125.1,55,,1,F,0,
Gardens,Summer,3,22/01/2014,1,182,141,358.7,112.5,75.2,171,75,,2,F,0,
Gardens,Summer,3,22/01/2014,1,197,141,392.1,127.2,77.8,187.1,78,,3,M,0,
Gardens,Summer,3,22/01/2014,1,1,142,422.8,168.2,79.39,175.2,79,,3,M,0,
Gardens,Summer,3,22/01/2014,1,21,142,415.7,132,94.5,189.2,95,,3,M,0,
Gardens,Summer,3,22/01/2014,1,83,142,366.1,160.7,69,136.4,69,,3,M,0,
Gardens,Summer,3,22/01/2014,1,206,142,400.1,168.1,74.8,157.2,75,,3,F,0,
Gardens,Summer,3,22/01/2014,1,38,143,414.8,162.5,80.99,171.3,81,,3,M,0,
Gardens,Summer,3,22/01/2014,1,41,143,368.1,112.9,117.7,137.5,118,,2,F,0,
Gardens,Summer,3,22/01/2014,1,55,143,403.4,132.2,103.5,167.7,104,,3,M,0,
Gardens,Summer,3,22/01/2014,1,141,143,411.7,152.7,78.5,180.5,78,,3,M,0,
Gardens,Summer,3,22/01/2014,1,80,144,363.8,140.7,95.69,127.4,96,,0,T,0,
Gardens,Summer,3,22/01/2014,1,91,144,353.7,110.8,136.7,106.2,137,,3,M,0,
Gardens,Summer,3,22/01/2014,1,179,145,481.8,172.4,100.39,209,100,,3,F,0,
Gardens,Summer,3,22/01/2014,1,27,146,443.4,164.9,169.8,108.7,170,,3,M,0,
Gardens,Summer,3,22/01/2014,1,51,146,499.7,199.9,108.1,191.7,108,,3,F,0,
Gardens,Summer,3,22/01/2014,1,214,146,431,209.5,72.69,148.8,73,,3,M,0,CHIPPED Broken Shell
Gardens,Summer,3,22/01/2014,1,88,147,437.7,210.5,77.1,150.1,77,,3,M,0,
Gardens,Summer,3,22/01/2014,1,42,148,479.4,149.4,87,243,87,,3,M,0,
Gardens,Summer,3,22/01/2014,1,86,148,501.2,209.2,125.5,166.5,126,,3,M,0,
Gardens,Summer,3,22/01/2014,1,143,148,526.2,195.1,97,234.1,97,,3,M,0,
Gardens,Summer,3,22/01/2014,1,127,149,454,137.4,92.1,224.5,92,,3,F,0,
Gardens,Summer,3,22/01/2014,1,167,150,525.1,196.9,89.89,238.3,90,,3,M,0,
Gardens,Summer,3,22/01/2014,1,135,152,545.2,214.5,94,236.7,94,,2,F,0,CHIPPED SHELL
Gardens,Summer,3,22/01/2014,1,26,154,554.6,220.6,110.19,223.8,110,,3,M,0,
Gardens,Summer,3,22/01/2014,1,24,156,483.4,158,80.39,245,80,,1,M,0,
Gardens,Summer,3,22/01/2014,1,11,158,195.4,68,34.79,92.6,35,,0,I,1,
Gardens,Summer,3,22/01/2014,1,149,159,641,242.1,121.89,277,122,,3,F,0,
Gardens,Summer,3,22/01/2014,1,168,160,573.3,236.4,93.89,243,94,,3,F,0,
Gardens,Autumn,5,2/04/2014,4,45,45,10.9,4.2,2.09,4.6,2,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,105,48,12.7,4.7,2.8,5.2,3,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,47,49,16,6.8,3.59,5.6,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,48,52,14.7,5.4,2.49,6.8,2,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,57,52,21.6,10.6,3.8,7.2,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,82,53,23.4,11.3,3.69,8.4,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,33,56,18.1,7.2,4,6.9,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,86,59,26.7,11.2,5.1,10.4,5,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,91,59,22.1,9.3,4.6,8.2,5,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,80,60,24.8,9.5,5.39,9.9,5,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,81,60,25.8,10.9,4.69,10.2,5,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,87,60,26,9.8,3.9,12.3,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,53,61,26,10.6,5.19,10.2,5,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,76,63,26.7,10.4,7.7,8.6,8,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,49,64,28.8,10.1,5.59,13.1,6,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,70,64,29.8,10.6,6.39,12.8,6,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,71,64,19.2,7.3,3.6,8.3,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,46,65,28.3,11.8,4.5,12,4,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,102,66,34.1,13,6.79,14.3,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,78,67,52.9,29.5,7.4,16,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,31,68,38.6,14.9,7.39,16.3,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,106,68,35.3,14.3,6.5,14.5,6,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,3,69,35.1,12.3,8.49,14.3,8,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,95,69,34.6,12.2,7.69,14.7,8,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,18,70,40.7,13.3,9,18.4,9,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,75,70,38.1,14.5,6.79,16.8,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,83,71,41.6,16.8,7.5,17.3,8,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,69,72,53.2,25.6,6.39,21.2,6,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,27,73,39.6,13.4,9.19,17,9,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,59,73,54.1,27.8,7.89,18.4,8,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,88,73,48.1,16.8,9.59,21.7,10,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,96,73,56.3,24.7,9.29,22.3,9,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,6,74,48,15.7,9.79,22.5,10,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,51,74,40.6,13.5,7.09,20,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,60,74,44.4,17.9,7.4,19.1,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,42,75,43.3,15.8,9.7,17.8,10,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,94,75,48.2,18.5,9.9,19.8,10,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,98,75,71.1,34.1,10.6,26.4,11,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,29,76,47,16.4,9.89,20.7,10,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,35,77,50.6,18.9,10.89,20.8,11,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,34,78,74.7,35.8,9.39,29.5,9,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,25,80,48.3,18.6,8.29,21.4,8,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,66,80,69.4,26.1,7.2,36.1,7,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,19,81,59.1,23.2,10.89,25,11,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,32,81,63.1,27.9,8.89,26.3,9,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,65,82,70.2,22.2,14.09,33.9,14,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,101,82,64.9,23.7,12.3,28.9,12,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,8,83,69.2,23.4,11.99,33.8,12,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,17,83,59.7,18,14.2,27.5,14,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,20,83,58.9,24,11.7,23.2,12,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,44,83,68.3,26.3,11.9,30.1,12,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,74,83,80.8,26.7,17.1,37,17,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,28,84,73.5,27.6,13.8,32.1,14,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,38,84,67.1,31.5,11.59,24,12,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,67,84,76.7,32.7,13.29,30.7,13,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,72,84,84.5,33.8,15.1,35.6,15,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,84,84,74.1,28.5,13.69,31.9,14,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,30,85,70.4,22.9,15.4,32.1,15,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,61,85,66.3,23.1,14,29.2,14,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,92,85,71.6,32.8,6,32.8,6,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,100,86,75.5,25.7,16.09,33.7,16,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,97,87,77.7,29.3,16.59,31.8,17,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,99,87,62.5,25,12.79,24.7,13,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,198,87,89,43.3,14.7,31,15,,0,T,0,
Gardens,Autumn,5,2/04/2014,4,90,88,81.9,28.2,9.1,44.6,9,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,197,88,82.2,27.2,18.79,36.2,19,,0,T,0,
Gardens,Autumn,5,2/04/2014,4,15,89,95.8,39.9,16.7,39.2,17,,0,I,0,
Gardens,Autumn,5,2/04/2014,4,103,89,84,31.7,15.89,36.4,16,,0,I,0,
