site,season,sample,date,month,index,length,totwt,shellwt,TW_Check,meatwt,viscwt,cover,gonadscr,sex,outlier,comment
George III Rock,Spring,10,17/12/2014,12,84,103,130,48.2,22.7,59.1,23,1,0,I,0,
George III Rock,Spring,10,17/12/2014,12,8,104,151.2,50.7,23.09,77.4,23,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,40,104,114.9,43.9,20.7,50.3,21,1,0,I,0,
George III Rock,Spring,10,17/12/2014,12,71,104,111.7,38.4,23.19,50.1,23,0,0,I,0,
George III Rock,Spring,10,17/12/2014,12,9,106,162.6,61.5,29.8,71.3,30,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,75,106,125.3,46.5,23.5,55.3,24,1,0,I,0,
George III Rock,Spring,10,17/12/2014,12,86,106,121.3,46.1,27.9,47.3,28,1,0,I,0,
George III Rock,Spring,10,17/12/2014,12,76,108,153.2,52.3,33.69,67.2,34,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,88,108,148.3,55,26.4,66.9,26,2,1,F,0,
George III Rock,Spring,10,17/12/2014,12,102,108,160.4,51.1,30.39,78.9,30,3,2,M,0,
George III Rock,Spring,10,17/12/2014,12,103,108,152.9,65.5,26.69,60.7,27,1,1,M,0,
George III Rock,Spring,10,17/12/2014,12,2,109,174.7,65.4,27.69,81.6,28,3,0,I,0,
George III Rock,Spring,10,17/12/2014,12,34,109,128.2,46.2,22.4,59.6,22,0,0,I,0,
George III Rock,Spring,10,17/12/2014,12,46,109,154.6,49.7,22.2,82.7,22,1,0,I,0,
George III Rock,Spring,10,17/12/2014,12,3,110,161.9,62.5,26.69,72.7,27,3,0,I,0,
George III Rock,Spring,10,17/12/2014,12,20,110,154.5,60,25.4,69.1,25,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,85,110,147.4,53.1,27.39,66.9,27,1,0,I,0,
George III Rock,Spring,10,17/12/2014,12,107,112,157.8,69.1,24.1,64.6,24,2,3,F,0,
George III Rock,Spring,10,17/12/2014,12,4,113,186,69.8,38.59,77.6,39,3,0,I,0,
George III Rock,Spring,10,17/12/2014,12,1,114,189.6,61.8,32.1,95.7,32,3,0,I,0,
George III Rock,Spring,10,17/12/2014,12,37,115,203.6,72.1,38.59,92.9,39,3,0,I,0,
George III Rock,Spring,10,17/12/2014,12,47,115,183.6,69.6,34.8,79.2,35,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,89,115,165.6,53.1,36.6,75.9,37,2,1,F,0,
George III Rock,Spring,10,17/12/2014,12,97,115,192.3,71.8,34,86.5,34,2,2,M,0,
George III Rock,Spring,10,17/12/2014,12,131,115,228.6,75.9,51.3,101.4,51,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,101,116,221.1,78.6,44.4,98.1,44,3,2,M,0,
George III Rock,Spring,10,17/12/2014,12,68,117,197.8,60.5,44.5,92.8,44,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,99,117,178,72.1,24.5,81.4,24,3,0,I,0,
George III Rock,Spring,10,17/12/2014,12,111,117,233.2,81.1,52.1,100,52,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,91,118,196.9,58.9,39.8,98.2,40,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,93,118,255.7,97.6,38.5,119.6,39,3,1,F,0,
George III Rock,Spring,10,17/12/2014,12,125,118,219.6,77.8,44.4,97.4,44,1,3,F,0,
George III Rock,Spring,10,17/12/2014,12,126,118,214.8,108,27.6,79.2,28,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,90,119,233,87.9,44.7,100.4,45,3,1,F,0,
George III Rock,Spring,10,17/12/2014,12,98,119,225.5,84.5,41.5,99.5,42,2,2,M,0,
George III Rock,Spring,10,17/12/2014,12,130,119,183,68.1,33.9,81,34,2,3,F,0,
George III Rock,Spring,10,17/12/2014,12,147,119,214.6,73.7,45.4,95.5,45,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,95,120,214.6,77.6,38.59,98.4,39,2,1,M,0,
George III Rock,Spring,10,17/12/2014,12,120,120,237.1,83.9,47.1,106.1,47,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,123,120,236.5,84.9,51,100.6,51,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,141,120,227.3,86.9,35.79,104.6,36,2,3,M,0,
George III Rock,Spring,10,17/12/2014,12,104,121,217.3,74.1,33.6,109.6,34,1,1,M,0,
George III Rock,Spring,10,17/12/2014,12,135,121,237.4,89.4,41.59,106.4,42,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,176,121,234,81,47.9,105.1,48,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,33,122,229.7,80.1,43,106.6,43,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,164,122,240.2,87.3,44.39,108.5,44,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,14,123,249.5,72.5,42.6,134.4,43,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,151,123,241,81.2,48.1,111.7,48,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,153,124,290.4,110.1,56.29,124,56,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,156,124,279.1,83.2,58.5,137.4,59,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,167,124,292.6,107.9,56.4,128.3,56,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,92,125,273.9,121.3,41.19,111.4,41,3,2,F,0,
George III Rock,Spring,10,17/12/2014,12,94,125,219.6,91,32.9,95.7,33,2,1,M,0,
George III Rock,Spring,10,17/12/2014,12,100,126,251.5,91.1,44.19,116.2,44,3,2,M,0,
George III Rock,Spring,10,17/12/2014,12,112,127,264,103.1,44.19,116.7,44,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,118,127,311.1,109.9,57.3,143.9,57,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,168,127,272.4,90.8,54.29,127.3,54,2,3,M,0,
George III Rock,Spring,10,17/12/2014,12,69,128,260.7,81.9,61.6,117.2,62,2,0,I,0,
George III Rock,Spring,10,17/12/2014,12,137,128,286.6,103.1,63.3,120.2,63,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,162,128,281.2,91.3,67.3,122.6,67,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,163,128,275.7,91.4,57.1,127.2,57,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,171,128,318.4,122.6,47.99,147.8,48,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,110,129,314.8,146.1,55.59,113.1,56,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,145,129,323.2,116.8,59.2,147.2,59,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,96,130,290.6,103,53.1,134.5,53,3,2,M,0,
George III Rock,Spring,10,17/12/2014,12,122,131,303.6,92.7,59.2,151.7,59,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,127,131,310,136.2,58.9,114.9,59,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,132,131,293.5,116.9,47.7,128.9,48,2,3,F,0,
George III Rock,Spring,10,17/12/2014,12,138,131,290,117.7,58.6,113.7,59,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,139,131,261.6,92.5,55.6,113.5,56,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,166,131,289.8,103.3,54.99,131.5,55,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,124,132,304.4,123.7,53.19,127.5,53,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,144,132,337.3,123.5,69.59,144.2,70,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,114,133,318.1,124.4,63.5,130.2,64,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,119,133,357,127.2,78.9,150.9,79,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,133,133,288.7,105.5,57.8,125.4,58,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,109,134,312.3,127.1,70.79,114.4,71,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,140,134,378.9,169.4,75.3,134.2,75,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,155,134,327,111.9,90.7,124.4,91,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,175,134,387.3,170.9,69.09,147.3,69,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,177,134,394.7,179.8,43.3,171.6,43,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,115,135,418.9,170.1,79.39,169.4,79,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,143,135,394.1,150.4,88.9,154.8,89,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,142,136,383.4,167.8,65.49,150.1,65,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,154,136,291.9,127.7,46.79,117.4,47,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,148,137,363.7,138.4,82.6,142.7,83,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,178,137,350.5,148.4,61.4,140.7,61,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,113,138,414.4,170.7,62.8,180.9,63,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,117,138,339.1,117.9,82,139.2,82,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,129,138,423.7,175.2,69.3,179.2,69,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,146,138,394.2,150.4,73.8,170,74,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,149,138,345.1,136,56.5,152.6,56,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,159,138,372.8,150.6,75.39,146.8,75,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,160,138,398,171.7,65.5,160.8,66,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,165,138,355.9,142.3,70.09,143.5,70,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,170,138,391.5,140.4,87,164.1,87,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,121,139,304.2,103.2,65.4,135.6,65,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,152,139,371,148.3,70.5,152.2,70,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,158,139,379.2,144.6,59.6,175,60,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,161,139,423.2,151,68.7,203.5,69,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,169,139,345.8,135.5,63.99,146.3,64,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,174,139,395.5,139,61.1,195.4,61,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,108,140,421.5,156.9,72.9,191.7,73,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,116,140,405.4,160.1,62.69,182.6,63,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,157,140,408.2,150.6,82.7,174.9,83,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,106,141,415.6,126.4,96.2,193,96,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,128,141,335,139.6,71.19,124.2,71,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,136,141,424.8,147,95.39,182.4,95,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,173,144,432.5,163.7,77.79,191,78,3,3,M,0,
George III Rock,Spring,10,17/12/2014,12,134,146,392.8,181.6,57.49,153.7,57,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,105,148,393.1,155.5,69.5,168.1,70,3,3,F,0,
George III Rock,Spring,10,17/12/2014,12,172,150,490.4,209.2,82.7,198.5,83,3,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,20,63,28.1,9.7,7.1,11.3,7,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,12,65,20.7,6.4,6.6,7.7,7,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,18,70,33.7,12.2,7.69,13.8,8,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,21,73,40.7,14.2,9.1,17.4,9,,0,I,0,Chipped front edge
Wineglass Bay,Summer,1,8/01/2014,1,1,74,47,15.4,13.3,18.3,13,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,11,77,60.7,20.1,14.99,25.6,15,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,19,78,44.8,15.8,9.79,19.2,10,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,10,80,53.1,17.9,12.59,22.6,13,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,14,80,61.6,19.2,14.09,28.3,14,,0,I,0,Chipped front edge
Wineglass Bay,Summer,1,8/01/2014,1,16,80,61.7,20.2,15.29,26.2,15,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,2,81,60.1,17.8,15.29,27,15,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,6,88,69.6,24.8,19.59,25.2,20,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,17,89,72.2,25.7,11.69,34.8,12,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,8,90,85.3,22.5,25.7,37.1,26,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,13,90,82.7,26.8,19.89,36,20,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,4,95,85.5,29.8,17.4,38.3,17,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,5,98,94.8,31.2,24.2,39.4,24,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,15,98,90.8,31.8,20.7,38.3,21,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,7,99,87.9,28.6,22.5,36.8,23,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,9,100,100.6,34.5,20.59,45.5,21,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,35,102,113.4,34.7,25.59,53.1,26,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,49,103,127.9,42.4,27.59,57.9,28,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,61,103,143.8,39.2,28.6,76,29,,0,I,0,Damage on shell
Wineglass Bay,Summer,1,8/01/2014,1,3,105,138.9,38.7,28.79,71.4,29,,1,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,74,106,149.4,45.9,32.89,70.6,33,,0,I,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,40,108,137.5,43.1,34.9,59.5,35,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,48,108,155.7,48.2,33.5,74,34,,0,I,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,60,108,130.6,39.1,34,57.5,34,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,69,109,149.9,41,37.69,71.2,38,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,39,110,139,45.8,31.19,62,31,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,63,110,186.9,49.1,36.39,101.4,36,,1,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,53,111,194.1,57.7,41.7,94.7,42,,2,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,62,112,155.5,46,39.4,70.1,39,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,67,112,168,51.2,39.6,77.2,40,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,81,113,150.3,43.1,35,72.2,35,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,66,115,149,56.7,28.5,63.8,29,,0,I,0,
Wineglass Bay,Summer,1,8/01/2014,1,38,116,158.7,53.2,39.4,66.1,39,,0,I,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,78,116,209.9,53.7,56.89,99.3,57,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,91,120,220.5,61.2,55.7,103.6,56,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,22,121,206,48.7,52.4,104.9,52,,2,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,72,121,204.9,55.3,51.99,97.6,52,,2,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,51,123,241.2,74.8,29.19,137.2,29,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,54,123,286.9,70,58.09,158.8,58,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,31,125,257.7,65.1,56.3,136.3,56,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,46,125,273.1,70.6,70,132.5,70,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,65,125,264.4,74.3,56.79,133.3,57,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,33,126,215.2,68.1,51.6,95.5,52,,1,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,92,127,289.4,85.9,72.3,131.2,72,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,26,128,221.5,74.2,53,94.3,53,,1,F,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,82,128,269.7,89.1,53.1,127.5,53,,2,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,96,128,295.1,89.7,73,132.4,73,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,43,129,301.1,87.6,70.3,143.2,70,,2,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,44,129,260.8,96.5,53.19,111.1,53,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,83,129,271.2,77.2,67,127,67,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,94,129,259.1,68.4,55.7,135,56,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,68,130,273.5,87.5,57.3,128.7,57,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,85,131,302.5,102.6,73.39,126.5,73,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,95,131,267.8,79,61.79,127,62,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,89,132,274.5,79.9,55.5,139.1,56,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,30,133,288.4,98.4,71.9,118.1,72,,2,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,90,133,316.1,85.7,73.8,156.6,74,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,55,134,287.6,88.4,65.6,133.6,66,,0,I,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,87,134,247.3,91.4,49.69,106.2,50,,1,F,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,34,135,305,77.5,77.6,149.9,78,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,45,135,335.3,103.9,62.5,168.9,62,,2,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,86,135,315.9,95.6,71.19,149.1,71,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,28,136,366.9,104.6,89.29,173,89,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,47,136,353.8,98.4,81,174.4,81,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,93,136,270.6,92,51.6,127,52,,2,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,23,139,381.5,126.8,93.69,161,94,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,36,139,372.5,87.4,89.9,195.2,90,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,50,139,386,121,104.1,160.9,104,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,88,139,347.5,105,78.89,163.6,79,,2,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,77,140,400.9,123.1,88.69,189.1,89,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,58,144,394,89,94.3,210.7,94,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,56,145,453.9,132.4,111.39,210.1,111,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,37,146,478.8,142.9,105.19,230.7,105,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,64,146,490.7,156.8,97.5,236.4,98,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,80,146,464,121.5,104.1,238.4,104,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,76,148,438.6,119,109.9,209.7,110,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,57,149,432.2,125.4,103.7,203.1,104,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,24,150,479.5,155.2,108.49,215.8,108,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,42,150,507.4,168.5,121.59,217.3,122,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,52,150,434,126.2,97.89,209.9,98,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,59,150,473.1,139.1,102.39,231.6,102,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,84,150,384.9,126.9,94.69,163.3,95,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,32,151,444.1,162.3,105.69,176.1,106,,0,T,0,
Wineglass Bay,Summer,1,8/01/2014,1,41,151,408.4,133.6,85.69,189.1,86,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,79,151,457.2,166.1,102.8,188.3,103,,1,M,0,? Unsure
Wineglass Bay,Summer,1,8/01/2014,1,29,153,466.3,137.9,95.69,232.7,96,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,73,153,399.8,125,101.09,173.7,101,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,25,155,454.3,138.3,117.39,198.6,117,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,27,155,443.7,131.6,124.1,188,124,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,70,157,567.1,169.8,126.79,270.5,127,,3,M,0,
Wineglass Bay,Summer,1,8/01/2014,1,75,157,488.7,134.5,117.1,237.1,117,,3,F,0,
Wineglass Bay,Summer,1,8/01/2014,1,71,158,506.1,164.6,126.6,214.9,127,,2,F,0,
